,a_tm,h_tm,sgoals,mqij,sim_ascore,sim_hscore
Boston Celtics vs Indiana Pacers,Boston Celtics,Indiana Pacers,203.58937805421536,-1.649217521004276,102.0,103.0
Boston Celtics vs Memphis Grizzlies,Boston Celtics,Memphis Grizzlies,199.84304258188482,-1.3775489671733903,100.0,101.0
Boston Celtics vs Miami Heat,Boston Celtics,Miami Heat,199.8537363814406,-1.3340617092056033,100.0,101.0
Boston Celtics vs New York Knicks,Boston Celtics,New York Knicks,203.79409380984285,4.044929981994903,104.0,100.0
Boston Celtics vs Phoenix Suns,Boston Celtics,Phoenix Suns,213.23260690576288,3.1293806778230215,109.0,106.0
Boston Celtics vs Portland Trail Blazers,Boston Celtics,Portland Trail Blazers,211.12177256917042,-2.2896829296041394,105.0,107.0
Boston Celtics vs Sacramento Kings,Boston Celtics,Sacramento Kings,212.70323045116956,2.054791000865596,108.0,106.0
Boston Celtics vs Toronto Raptors,Boston Celtics,Toronto Raptors,206.123565598518,-4.223062903025841,101.0,106.0
Boston Celtics vs Utah Jazz,Boston Celtics,Utah Jazz,195.5791698054816,-3.0558510268589094,97.0,100.0
Boston Celtics vs Cleveland Cavaliers,Boston Celtics,Cleveland Cavaliers,207.64964291129152,-6.246165181600658,101.0,107.0
Boston Celtics vs Dallas Mavericks,Boston Celtics,Dallas Mavericks,206.33620459424313,-0.9614682431667743,103.0,104.0
Boston Celtics vs Los Angeles Clippers,Boston Celtics,Los Angeles Clippers,210.11516074596634,-5.79241791402923,103.0,109.0
Boston Celtics vs Minnesota Timberwolves,Boston Celtics,Minnesota Timberwolves,209.8431539158186,3.3131792951802814,107.0,104.0
Boston Celtics vs Orlando Magic,Boston Celtics,Orlando Magic,205.19489235604115,3.1082850717361112,105.0,101.0
Boston Celtics vs Chicago Bulls,Boston Celtics,Chicago Bulls,204.43064047568296,-1.583378818651954,102.0,103.0
Boston Celtics vs Milwaukee Bucks,Boston Celtics,Milwaukee Bucks,203.64069819365707,0.18785323587295766,102.0,102.0
Boston Celtics vs Atlanta Hawks,Boston Celtics,Atlanta Hawks,204.65050164400807,-3.7002974959372628,101.0,105.0
Boston Celtics vs Detroit Pistons,Boston Celtics,Detroit Pistons,203.71319044049451,-0.6360004922350089,102.0,103.0
Boston Celtics vs Golden State Warriors,Boston Celtics,Golden State Warriors,216.6852662744504,-11.267283896538427,104.0,115.0
Boston Celtics vs Houston Rockets,Boston Celtics,Houston Rockets,215.64987992046272,-3.800294795548143,106.0,110.0
Boston Celtics vs Oklahoma City Thunder,Boston Celtics,Oklahoma City Thunder,212.4183646357453,-4.977101498374208,104.0,109.0
Boston Celtics vs Philadelphia 76ers,Boston Celtics,Philadelphia 76ers,204.6145102941546,7.0078412232691925,106.0,99.0
Boston Celtics vs Washington Wizards,Boston Celtics,Washington Wizards,208.5055028407875,-2.18522855365971,104.0,106.0
Boston Celtics vs Brooklyn Nets,Boston Celtics,Brooklyn Nets,209.1611843762664,4.617309124304704,107.0,103.0
Charlotte Hornets vs Los Angeles Lakers,Charlotte Hornets,Los Angeles Lakers,203.8530670272044,4.8887267632032305,105.0,100.0
Charlotte Hornets vs New Orleans Pelicans,Charlotte Hornets,New Orleans Pelicans,201.23175411942717,-1.1970826744334704,101.0,102.0
Charlotte Hornets vs San Antonio Spurs,Charlotte Hornets,San Antonio Spurs,196.04075598069372,-11.097184222237404,93.0,104.0
Charlotte Hornets vs Boston Celtics,Charlotte Hornets,Boston Celtics,203.0297249377942,-4.625447682256259,99.0,104.0
Charlotte Hornets vs Denver Nuggets,Charlotte Hornets,Denver Nuggets,207.41227338230792,-0.9159599816153525,104.0,105.0
Charlotte Hornets vs Indiana Pacers,Charlotte Hornets,Indiana Pacers,197.23913337966812,-3.4336091687777768,97.0,101.0
Charlotte Hornets vs Memphis Grizzlies,Charlotte Hornets,Memphis Grizzlies,193.49279790733763,-3.1619406149468907,96.0,99.0
Charlotte Hornets vs Miami Heat,Charlotte Hornets,Miami Heat,193.50349170689336,-3.1184533569791038,96.0,99.0
Charlotte Hornets vs New York Knicks,Charlotte Hornets,New York Knicks,197.44384913529566,2.2605383342214025,100.0,98.0
Charlotte Hornets vs Phoenix Suns,Charlotte Hornets,Phoenix Suns,206.88236223121564,1.3449890300495206,105.0,103.0
Charlotte Hornets vs Portland Trail Blazers,Charlotte Hornets,Portland Trail Blazers,204.77152789462323,-4.07407457737764,101.0,105.0
Charlotte Hornets vs Sacramento Kings,Charlotte Hornets,Sacramento Kings,206.35298577662232,0.2703993530920954,104.0,104.0
Charlotte Hornets vs Toronto Raptors,Charlotte Hornets,Toronto Raptors,199.77332092397077,-6.007454550799342,97.0,103.0
Charlotte Hornets vs Utah Jazz,Charlotte Hornets,Utah Jazz,189.2289251309344,-4.84024267463241,93.0,98.0
Charlotte Hornets vs Cleveland Cavaliers,Charlotte Hornets,Cleveland Cavaliers,201.29939823674434,-8.030556829374158,97.0,105.0
Charlotte Hornets vs Dallas Mavericks,Charlotte Hornets,Dallas Mavericks,199.9859599196959,-2.7458598909402747,99.0,102.0
Charlotte Hornets vs Los Angeles Clippers,Charlotte Hornets,Los Angeles Clippers,203.7649160714191,-7.57680956180273,99.0,106.0
Charlotte Hornets vs Minnesota Timberwolves,Charlotte Hornets,Minnesota Timberwolves,203.49290924127135,1.5287876474067805,103.0,101.0
Charlotte Hornets vs Orlando Magic,Charlotte Hornets,Orlando Magic,198.8446476814939,1.3238934239626103,101.0,99.0
Charlotte Hornets vs Chicago Bulls,Charlotte Hornets,Chicago Bulls,198.08039580113578,-3.3677704664254544,98.0,101.0
Charlotte Hornets vs Milwaukee Bucks,Charlotte Hornets,Milwaukee Bucks,197.29045351910983,-1.5965384119005428,99.0,100.0
Charlotte Hornets vs Atlanta Hawks,Charlotte Hornets,Atlanta Hawks,198.3002569694609,-5.484689143710764,96.0,102.0
Charlotte Hornets vs Detroit Pistons,Charlotte Hornets,Detroit Pistons,197.36294576594733,-2.4203921400085093,98.0,100.0
Charlotte Hornets vs Golden State Warriors,Charlotte Hornets,Golden State Warriors,210.33502159990317,-13.051675544311928,99.0,113.0
Charlotte Hornets vs Houston Rockets,Charlotte Hornets,Houston Rockets,209.29963524591554,-5.584686443321644,103.0,108.0
Charlotte Hornets vs Oklahoma City Thunder,Charlotte Hornets,Oklahoma City Thunder,206.06811996119805,-6.761493146147709,100.0,107.0
Charlotte Hornets vs Philadelphia 76ers,Charlotte Hornets,Philadelphia 76ers,198.26426561960741,5.223449575495691,102.0,97.0
Charlotte Hornets vs Washington Wizards,Charlotte Hornets,Washington Wizards,202.15525816624032,-3.9696202014332105,100.0,104.0
Charlotte Hornets vs Brooklyn Nets,Charlotte Hornets,Brooklyn Nets,202.81093970171915,2.8329174765312026,103.0,101.0
Denver Nuggets vs Los Angeles Lakers,Denver Nuggets,Los Angeles Lakers,214.58586014626533,2.9636307103358255,110.0,107.0
Denver Nuggets vs New Orleans Pelicans,Denver Nuggets,New Orleans Pelicans,211.964547238488,-3.1221787273008763,105.0,108.0
Denver Nuggets vs San Antonio Spurs,Denver Nuggets,San Antonio Spurs,206.77354909975466,-13.022280275104809,97.0,110.0
Denver Nuggets vs Boston Celtics,Denver Nuggets,Boston Celtics,213.76251805685516,-6.550543735123664,104.0,111.0
Denver Nuggets vs Charlotte Hornets,Denver Nuggets,Charlotte Hornets,207.41227338230792,-4.766152087350164,102.0,107.0
Denver Nuggets vs Indiana Pacers,Denver Nuggets,Indiana Pacers,207.971926498729,-5.358705221645183,102.0,107.0
Denver Nuggets vs Memphis Grizzlies,Denver Nuggets,Memphis Grizzlies,204.22559102639846,-5.087036667814297,100.0,105.0
Denver Nuggets vs Miami Heat,Denver Nuggets,Miami Heat,204.2362848259543,-5.043549409846509,100.0,105.0
Denver Nuggets vs New York Knicks,Denver Nuggets,New York Knicks,208.17664225435655,0.335442281353997,105.0,104.0
Denver Nuggets vs Phoenix Suns,Denver Nuggets,Phoenix Suns,217.61515535027652,-0.5801070228178848,109.0,110.0
Denver Nuggets vs Portland Trail Blazers,Denver Nuggets,Portland Trail Blazers,215.50432101368406,-5.999170630245045,105.0,112.0
Denver Nuggets vs Sacramento Kings,Denver Nuggets,Sacramento Kings,217.08577889568326,-1.6546966997753105,108.0,110.0
Denver Nuggets vs Toronto Raptors,Denver Nuggets,Toronto Raptors,210.50611404303166,-7.932550603666748,102.0,110.0
Denver Nuggets vs Utah Jazz,Denver Nuggets,Utah Jazz,199.9617182499953,-6.765338727499817,97.0,104.0
Denver Nuggets vs Cleveland Cavaliers,Denver Nuggets,Cleveland Cavaliers,212.03219135580517,-9.955652882241564,102.0,112.0
Denver Nuggets vs Dallas Mavericks,Denver Nuggets,Dallas Mavericks,210.71875303875677,-4.67095594380768,103.0,108.0
Denver Nuggets vs Los Angeles Clippers,Denver Nuggets,Los Angeles Clippers,214.49770919048004,-9.501905614670136,103.0,113.0
Denver Nuggets vs Minnesota Timberwolves,Denver Nuggets,Minnesota Timberwolves,214.22570236033224,-0.39630840546062496,107.0,108.0
Denver Nuggets vs Orlando Magic,Denver Nuggets,Orlando Magic,209.5774408005548,-0.6012026289047951,105.0,106.0
Denver Nuggets vs Chicago Bulls,Denver Nuggets,Chicago Bulls,208.8131889201966,-5.29286651929286,103.0,108.0
Denver Nuggets vs Milwaukee Bucks,Denver Nuggets,Milwaukee Bucks,208.02324663817072,-3.5216344647679487,103.0,106.0
Denver Nuggets vs Atlanta Hawks,Denver Nuggets,Atlanta Hawks,209.03305008852178,-7.409785196578168,101.0,109.0
Denver Nuggets vs Detroit Pistons,Denver Nuggets,Detroit Pistons,208.09573888500822,-4.345488192875916,103.0,107.0
Denver Nuggets vs Golden State Warriors,Denver Nuggets,Golden State Warriors,221.06781471896412,-14.976771597179333,104.0,119.0
Denver Nuggets vs Houston Rockets,Denver Nuggets,Houston Rockets,220.03242836497643,-7.5097824961890485,107.0,114.0
Denver Nuggets vs Oklahoma City Thunder,Denver Nuggets,Oklahoma City Thunder,216.800913080259,-8.686589199015113,104.0,113.0
Denver Nuggets vs Philadelphia 76ers,Denver Nuggets,Philadelphia 76ers,208.9970587386683,3.2983535226282847,107.0,103.0
Denver Nuggets vs Washington Wizards,Denver Nuggets,Washington Wizards,212.8880512853012,-5.894716254300617,104.0,110.0
Denver Nuggets vs Brooklyn Nets,Denver Nuggets,Brooklyn Nets,213.5437328207801,0.9078214236637971,108.0,107.0
Indiana Pacers vs Los Angeles Lakers,Indiana Pacers,Los Angeles Lakers,204.41272014362553,5.481279897498251,105.0,100.0
Indiana Pacers vs New Orleans Pelicans,Indiana Pacers,New Orleans Pelicans,201.7914072358482,-0.6045295401384521,101.0,102.0
Indiana Pacers vs San Antonio Spurs,Indiana Pacers,San Antonio Spurs,196.60040909711486,-10.504631087942386,93.0,104.0
Indiana Pacers vs Boston Celtics,Indiana Pacers,Boston Celtics,203.58937805421536,-4.032894547961241,100.0,104.0
Indiana Pacers vs Charlotte Hornets,Indiana Pacers,Charlotte Hornets,197.23913337966812,-2.24850290018774,98.0,100.0
Indiana Pacers vs Denver Nuggets,Indiana Pacers,Denver Nuggets,207.971926498729,-0.3234068473203342,104.0,105.0
Indiana Pacers vs Memphis Grizzlies,Indiana Pacers,Memphis Grizzlies,194.05245102375866,-2.5693874806518724,96.0,99.0
Indiana Pacers vs Miami Heat,Indiana Pacers,Miami Heat,194.0631448233145,-2.5259002226840854,96.0,99.0
Indiana Pacers vs New York Knicks,Indiana Pacers,New York Knicks,198.00350225171675,2.853091468516421,101.0,98.0
Indiana Pacers vs Phoenix Suns,Indiana Pacers,Phoenix Suns,207.44201534763673,1.937542164344539,105.0,103.0
Indiana Pacers vs Portland Trail Blazers,Indiana Pacers,Portland Trail Blazers,205.33118101104427,-3.4815214430826216,101.0,105.0
Indiana Pacers vs Sacramento Kings,Indiana Pacers,Sacramento Kings,206.91263889304346,0.8629524873871137,105.0,104.0
Indiana Pacers vs Toronto Raptors,Indiana Pacers,Toronto Raptors,200.33297404039186,-5.414901416504324,98.0,103.0
Indiana Pacers vs Utah Jazz,Indiana Pacers,Utah Jazz,189.7885782473555,-4.247689540337392,93.0,98.0
Indiana Pacers vs Cleveland Cavaliers,Indiana Pacers,Cleveland Cavaliers,201.85905135316537,-7.438003695079139,98.0,105.0
Indiana Pacers vs Dallas Mavericks,Indiana Pacers,Dallas Mavericks,200.54561303611698,-2.1533067566452564,100.0,102.0
Indiana Pacers vs Los Angeles Clippers,Indiana Pacers,Los Angeles Clippers,204.32456918784024,-6.984256427507711,99.0,106.0
Indiana Pacers vs Minnesota Timberwolves,Indiana Pacers,Minnesota Timberwolves,204.05256235769244,2.121340781701799,103.0,101.0
Indiana Pacers vs Orlando Magic,Indiana Pacers,Orlando Magic,199.404300797915,1.9164465582576287,101.0,99.0
Indiana Pacers vs Chicago Bulls,Indiana Pacers,Chicago Bulls,198.6400489175568,-2.775217332130436,98.0,101.0
Indiana Pacers vs Milwaukee Bucks,Indiana Pacers,Milwaukee Bucks,197.85010663553092,-1.0039852776055247,99.0,100.0
Indiana Pacers vs Atlanta Hawks,Indiana Pacers,Atlanta Hawks,198.85991008588198,-4.892136009415745,97.0,102.0
Indiana Pacers vs Detroit Pistons,Indiana Pacers,Detroit Pistons,197.92259888236842,-1.827839005713491,99.0,101.0
Indiana Pacers vs Golden State Warriors,Indiana Pacers,Golden State Warriors,210.89467471632432,-12.45912241001691,100.0,112.0
Indiana Pacers vs Houston Rockets,Indiana Pacers,Houston Rockets,209.85928836233663,-4.9921333090266256,103.0,108.0
Indiana Pacers vs Oklahoma City Thunder,Indiana Pacers,Oklahoma City Thunder,206.6277730776192,-6.1689400118526905,100.0,107.0
Indiana Pacers vs Philadelphia 76ers,Indiana Pacers,Philadelphia 76ers,198.8239187360285,5.816002709790709,103.0,97.0
Indiana Pacers vs Washington Wizards,Indiana Pacers,Washington Wizards,202.7149112826614,-3.377067067138192,100.0,104.0
Indiana Pacers vs Brooklyn Nets,Indiana Pacers,Brooklyn Nets,203.3705928181403,3.425470610826221,104.0,100.0
Memphis Grizzlies vs Los Angeles Lakers,Memphis Grizzlies,Los Angeles Lakers,200.666384671295,5.209611343667364,103.0,98.0
Memphis Grizzlies vs New Orleans Pelicans,Memphis Grizzlies,New Orleans Pelicans,198.0450717635177,-0.8761980939693379,99.0,100.0
Memphis Grizzlies vs San Antonio Spurs,Memphis Grizzlies,San Antonio Spurs,192.85407362478432,-10.77629964177327,91.0,102.0
Memphis Grizzlies vs Boston Celtics,Memphis Grizzlies,Boston Celtics,199.84304258188482,-4.304563101792127,99.0,103.0
Memphis Grizzlies vs Charlotte Hornets,Memphis Grizzlies,Charlotte Hornets,193.49279790733763,-2.520171454018626,96.0,99.0
Memphis Grizzlies vs Denver Nuggets,Memphis Grizzlies,Denver Nuggets,204.22559102639846,-0.5950754011512203,102.0,103.0
Memphis Grizzlies vs Indiana Pacers,Memphis Grizzlies,Indiana Pacers,194.05245102375866,-3.1127245883136445,96.0,99.0
Memphis Grizzlies vs Miami Heat,Memphis Grizzlies,Miami Heat,190.31680935098396,-2.7975687765149715,94.0,97.0
Memphis Grizzlies vs New York Knicks,Memphis Grizzlies,New York Knicks,194.25716677938627,2.5814229146855356,99.0,96.0
Memphis Grizzlies vs Phoenix Suns,Memphis Grizzlies,Phoenix Suns,203.69567987530618,1.665873610513653,103.0,101.0
Memphis Grizzlies vs Portland Trail Blazers,Memphis Grizzlies,Portland Trail Blazers,201.58484553871378,-3.753189996913507,99.0,103.0
Memphis Grizzlies vs Sacramento Kings,Memphis Grizzlies,Sacramento Kings,203.16630342071292,0.5912839335562277,102.0,102.0
